,time,Data
245,22/10/2021,0.584166667
246,23/10/2021,0.566666667
247,24/10/2021,0.585625
248,25/10/2021,0.576041667
249,26/10/2021,0.5343749999999999
250,27/10/2021,0.6291666670000001
251,28/10/2021,0.6216666670000001
252,29/10/2021,0.5541666670000001
253,30/10/2021,0.6108333329999999
254,31/10/2021,0.5599999999999999
255,01/11/2021,0.530625
256,02/11/2021,0.625625
257,03/11/2021,0.50375
258,04/11/2021,0.482916667
259,05/11/2021,0.474375
260,06/11/2021,0.47
261,07/11/2021,0.46208333299999993
262,08/11/2021,0.44458333299999997
263,09/11/2021,0.43625
264,10/11/2021,0.44999999999999996
265,11/11/2021,0.44041666700000004
266,12/11/2021,0.432916667
267,13/11/2021,0.42499999999999993
268,14/11/2021,0.42374999999999996
269,15/11/2021,0.4258333329999999
270,16/11/2021,0.420625
271,17/11/2021,0.428333333
272,18/11/2021,0.53375
273,19/11/2021,0.556875
274,20/11/2021,0.47
275,21/11/2021,0.46166666700000003
276,22/11/2021,0.4625
277,23/11/2021,0.44604166700000003
278,24/11/2021,0.467291667
279,25/11/2021,0.4627083329999999
280,26/11/2021,0.46604166700000005
281,27/11/2021,0.473125
282,28/11/2021,0.538958333
283,29/11/2021,0.6633333329999999
284,30/11/2021,0.631041667
285,01/12/2021,0.6874999999999999
